text,label_score,label,target_predict,target_predict_label
"…typically either taken from different “locations” of the data [e.g., spatial patches or temporal locations, see Hjelm et al., 2018, Oord et al., 2018, Anand et al., 2019, Hénaff et al., 2019] or obtained through data augmentation [Wu et al., 2018, He et al., 2019, Bachman et al., 2019, Tian et…",,,0,not_related
"Our work, DRIML, predicts future states conditioned on the current state-action pair at multiple scales, drawing upon ideas encapsulated in Augmented Multiscale Deep InfoMax [AMDIM, Bachman et al., 2019] and Spatio-Temporal DIM [ST-DIM, Anand et al., 2019].",,,1,related
"L G
] 1
6 N
ov 2
with model-like properties, we consider a self-supervised objective derived from variants of Deep InfoMax [DIM, Hjelm et al., 2018, Bachman et al., 2019, Anand et al., 2019].",,,1,related
"The InfoMax principal has been extended to graphs [44], [40] and for state representation in reinforcement learning [2].",,,0,not_related
"[10] provides such framework for ATARI games, but it is not aimed for continuous control.",,,0,not_related
"long-studied, fast-growing field in embodied AI research (Schmidhuber, 1990; Ha and Schmidhuber, 2018; Hamrick, 2019; Anand et al., 2019; Kipf et al., 2020), and recently also in learned executors for neural programming (Kant, 2018).",,,0,not_related
"Outside of NLU, learning structured world models is a long-studied, fast-growing field in embodied AI research (Schmidhuber, 1990; Ha and Schmidhuber, 2018; Hamrick, 2019; Anand et al., 2019; Kipf et al., 2020), and recently also in learned executors for neural programming (Kant, 2018).",,,0,not_related
"The learned weights of the encoder of the VAE are frozen, and the latent input is used to train the policy for reset-free RL.",,,1,related
"Lastly, we compare algorithm performance with two ablations: running R3L without the perturbation controller (“VICE + VAE”) and without the unsupervised learning (“R3L w/o VAE”).",,,1,related
"We then compare with prior reset-free RL algorithms (Eysenbach et al., 2018) that explicitly learn a reset controller to alternate goals in the state space (“Reset Controller + VAE”).",,,1,related
"Fig 8 compares the performance of our method without supervised learning (“R3L w/o VAE”) in the real world against a baseline that uses SAC for vision-based RL from raw pixels, VICE for providing rewards, and running reset-free (denoted as “VICE”).",,,1,related
"Note that we use a VAE as an instantiation of representation learning techniques that works well in the domains we considered, but other more sophisticated density models proposed in prior work may also be substituted in place of the VAE (Lee et al., 2019; Hjelm et al., 2019; Anand et al., 2019).",,,1,related
"B.0.1 HYPERPARAMETERS
General Standard deviation update coefficient 0.99 Image Sizes [(16, 16, 3), (32, 32, 3), (64, 64, 3)] SAC Learning Rate 3e-4 γ 0.99 Batch Size 256 Convnet Filters [(64, 64, 64), (16, 32, 64)] Stride (2, 2) Kernel Sizes (3, 3) Pooling [MaxPool2D, None] Actor/Critic FC Layers [(512, 512), (256, 256, 256)] VICE nVICE [1, 5, 10] Batch Size 128 Learning Rate 1e-4 Mixup α Uniform(0, 1) Convnet Filters [(64, 64, 64), (16, 32, 64)] Stride (2, 2) Kernel Sizes (3, 3) Pooling [MaxPool2D, None] FC Layers [(512, 512), (256, 256, 256)] RND Learning Rate 3e-4 Batch Size 256 Convnet Filters (16, 32, 64) Stride (2, 2) Kernel Sizes (3, 3) Pooling [MaxPool2D, None] FC Layers [(512, 512), (256, 256, 256)] VAE Learning Rate 1e-4 Batch Size 256 Encoder (Convnet) Filters (64, 64, 32) Latent Dimension [8, 16, 32, 64] β [1e-3, 0.1, 0.5, 1, 10] Stride (2, 2) Kernel Sizes (3, 3) Pooling [MaxPool2D, None]
The ranges of values listed above represent the hyperparameters we searched over, and the bolded values are what we use in the Section 6 experiments.",,,0,not_related
"B.0.4 VAE
We train a standard beta-VAE to maximize the evidence lower bound, given by:
Ez∼qφ(z|x)[pθ(x|z)]− βDKL(qφ(z|x) || pθ(z))
To collect training data, we sampled random states in the observation space.",,,1,related
"Note that we use a VAE as an instantiation of representation learning techniques that works well in the domains we considered, but other more sophisticated density models proposed in prior work may also be substituted in place of the VAE Lee et al. (2019); Hjelm et al. (2019); Anand et al. (2019).",,,1,related
"We therefore aim to convert the vision-based learning problem into one that more closely resembles state-based learning, by training a variational autoencoder (VAE, Kingma & Welling (2013)) and sharing the latent-variable representation across the actor and critic networks (refer to Appendix B for more details).",,,1,related
"The fact that we can treat a cell as an object allows us to evaluate our error-correcting strategy as proof of concept, since unsupervised object detection for control tasks is still an nascent area of research [23]–[25].",,,1,related
"Contrastive learning has been used to extract reward signals in the latent space (Sermanet et al., 2018; Dwibedi et al., 2018; WardeFarley et al., 2018); and study representation learning on Atari games by Anand et al. (2019).",,,0,not_related
", 2018); and study representation learning on Atari games by Anand et al. (2019). World Models for sample-efficiency: While joint learning of an auxiliary unsupervised task with model-free RL is one way to improve the sample-efficiency of agents, there has also been another line of research that has tried to learn world models of the environment and use them to sample rollouts and plan.",,,0,not_related
[2] use the NCE loss to discriminate between temporally near frames and temporally far frames of ATARI gameplay but do not compare across games.,,,0,not_related
"They yield good performance for learning image [13, 31, 33, 35, 45, 52, 58, 70, 71, 77] and video [3, 28, 34, 46, 49, 54, 66, 68, 82] representations, and circumvent the need to explicitly specify what information needs to be discarded via a designed task.",,,0,not_related
"Several works have previously explored information-theoretic approaches for representation learning in the reinforcement learning context (Nachum et al., 2018; Anand et al., 2019; Lu et al., 2019).",,,0,not_related
"based on self-supervision that use alternatives to reconstruction of input states [1, 2, 4, 11, 30, 40, 53].",,,0,not_related
"Similar losses have often been used in related work [2, 11, 13, 30, 40], which we compare in Section 5.",,,0,not_related
"Certain works focus on predicting the next state using a contrastive loss [2, 30, 40], disregarding the reward function.",,,0,not_related
"For self-supervised pre-training we use Spatio-Temporal DeepInfoMax [23] to maximize predictability between current latent state and future spatial state and between consecutive spatial states (for example, on encoded time points of the resting-state fMRI (rsfMRI)).",,,1,related
"Furthermore, it influences the neuroimaging field for classification of progression to Alzheimer’s disease from sMRI [22], learning useful representation of the states from the frames in Atari games [23] and also from the speech chunks for speaker identification [24].",,,0,not_related
"Copyright 2020 by the author(s).
sentation learning for images (Doersch et al., 2015; Noroozi & Favaro, 2016; Larsson et al., 2017; Gidaris et al., 2018; Zhang et al., 2019a), natural language (Devlin et al., 2018), and video games (Anand et al., 2019).",,,0,not_related
", 2018), and video games (Anand et al., 2019).",,,0,not_related
(2018); Antonova et al. (2019) embed action sequences with a VAE.,,,0,not_related
"(Anand et al., 2019) use an MI objective to learn representations for Atari games.",,,0,not_related
Concurrent work [2] applies similar method on reinforcement learning.,,,0,not_related
"The state variables of the Atari games are the controllers of the game dynamics and the details of these state variables are provided in (Anand et al., 2019).",,,0,not_related
", 2018), TDC (Ma and Collins, 2018) and more recently, ST-DIM (Anand et al., 2019), which is the state-of-the-art baseline to our BVS-DIM method.",,,0,not_related
", 2019) and ST-DIM (Anand et al., 2019) even though the first two are general purpose representation learning methods tested on real-world data-sets such as ImageNet (Deng et al.",,,0,not_related
"For this task, and to our knowledge, the Spatio-Temporal Deep InfoMax (ST-DIM) (Anand et al., 2019) is the state-of-the-art baseline.",,,1,related
", 2019) and (Anand et al., 2019) for more details on representation learning through MI maximization between inputs and outputs.",,,0,not_related
"with InfoNCE enables the encoder to learn linearly predictable representations and helps in learning representations at the semantic level (Anand et al., 2019).",,,0,not_related
"In ST-DIM, the ground truth state information (a state label for every example frame generated from the game) has been annotated for each frame of 22 Atari games to make evaluation of the goodness of the representation (See (Anand et al., 2019)).",,,1,related
"However, the learning method of ST-DIM depends on the consecutive time step visual observations (Anand et al., 2019).",,,0,not_related
"Therefore, most recent unsupervised state representations were introduced like TCN (Sermanet et al., 2018), TDC (Ma and Collins, 2018) and more recently, ST-DIM (Anand et al., 2019), which is the state-of-the-art baseline to our BVS-DIM method.",,,0,not_related
"In Atari games, the crucial underlying generative factors of the environment are state variables which can be directly used to control the game dynamics or query the game information (Bellemare et al., 2013), (Anand et al., 2019).",,,0,not_related
"The bi-linear model in combination with InfoNCE enables the encoder to learn linearly predictable representations and helps in learning representations at the semantic level (Anand et al., 2019).",,,0,not_related
"See (Poole et al., 2019) and (Anand et al., 2019) for more details on representation learning through MI maximization between inputs and outputs.",,,0,not_related
"Our work is closely related to DIM (Hjelm et al., 2019), AMDIM (Bachman et al., 2019) and ST-DIM (Anand et al., 2019) even though the first two are general purpose representation learning methods tested on real-world data-sets such as ImageNet (Deng et al., 2009).",,,0,not_related
"Devising a generic way of measurement of the general goodness of the representation is essential (Anand et al., 2019).",,,0,not_related
"Given a reference input I, a positive sample I, and n − 1 negative samples Ik for 1 ≤ k < n, standard CSS approaches [6], [8], [9] minimize the loss",,,0,not_related
"In our context, one way to do so is to treat a video frame close to the one of interest as positive, and a temporally-distant one as negative [9], [10].",,,0,not_related
"However, we diverge from standard CSS formulations [6], [8], [9], [10] in the two following aspects: 1) Instead of applying the contrastive loss to the entire latent space, we enforce it only on the time-variant features, as only part of the latent features should evolve over time.",,,1,related
"While [20] takes depth as input in addition to RGB, other works [8], [9], [10] leverage CSS, with [10] and [9] using it for only single-view RGB videos.",,,0,not_related
"• CSS [8], [9]: Single-view CSS loss using Eq.",,,0,not_related
"In future work, we want to incorporate methods for unsupervised state representation learning (Burgess et al., 2019; Anand et al., 2019) so CEHRL can learn from observations.",,,1,related
"Anand et al. (2019) compared unsupervised encoders’ ability to represent various features of the state (e.g., number of opponent sprites).",,,0,not_related
These classifiers can be used analogously to determine if reinforcement learning agents encode tactical and strategic conceptual information (Anand et al. 2019; McGrath et al. 2021).,,,0,not_related
"Markov-CPC is a variant of the Contrastive Predictive Coding (CPC) algorithm (Oord et al., 2018) which was shown useful for finding predictive latent variables (Anand et al., 2019; Henaff, 2020; Yan et al., 2020).",,,0,not_related
"(Zhang et al., 2016; Anand et al., 2019).",,,0,not_related
"sigmoid (max{Wsi + b}), to predict VQA-style questions in the form “is there a (size, color, material, shape) object in the image?” (Zhang et al., 2016; Anand et al., 2019).",,,0,not_related
"Along similar lines, (Srinivas et al., 2020; Anand et al., 2019; Sermanet et al., 2017; Finn et al., 2016; Ghosh et al., 2019; Eysenbach et al., 2022; Li et al., 2021; Agarwal et al., 2021) have begun to explore contrastive systems and binary classifiers to do imitation learning and reinforcement…",,,0,not_related
"Along similar lines, (Srinivas et al., 2020; Anand et al., 2019; Sermanet et al., 2017; Finn et al., 2016; Ghosh et al., 2019; Eysenbach et al., 2022; Li et al., 2021; Agarwal et al., 2021) have begun to explore contrastive systems and binary classifiers to do imitation learning and reinforcement learning.",,,0,not_related
"Along similar lines, (Srinivas et al., 2020; Anand et al., 2019; Sermanet et al., 2017; Finn et al., 2016; Ghosh et al., 2019; Eysenbach et al., 2022; Li et al., 2021; Agarwal et al., 2021) have begun to explore contrastive systems and binary classifiers to do imitation learning and reinforcement…",,,0,not_related
"Along similar lines, (Srinivas et al., 2020; Anand et al., 2019; Sermanet et al., 2017; Finn et al., 2016; Ghosh et al., 2019; Eysenbach et al., 2022; Li et al., 2021; Agarwal et al., 2021) have begun to explore contrastive systems and binary classifiers to do imitation learning and reinforcement learning.",,,0,not_related
Van den Oord et al. (2018); Guo et al. (2018); Anand et al. (2019); Mazoure et al. (2020) propose different temporal contrastive losses in reinforcement learning environments.,,,0,not_related
"Recently, multiple contrastive methods have been used to learn compact representations for predicting the next state [4, 37, 55].",,,0,not_related
"The learned latent space should contain meaningful lower-dimensional representations of our world [10] and facilitate efficient downstream learning [11, 12], exhibit better generalization [13, 14] and increased interpretability as well as allow for causal reasoning [15].",,,0,not_related
"[12] Ankesh Anand, Evan Racah, Sherjil Ozair, Yoshua Bengio, Marc-Alexandre Côté, and R Devon Hjelm.",,,0,not_related
"The works most similar to ours, Anand et al. (2019) and Stooke et al. (2020), both propose to use reward-free temporal-contrastive methods to pretrain representations.",,,0,not_related
"Anand et al. (2019) show that representations from encoders trained with ST-DIM contain a great deal of information about environment states, but they do not examine whether or not representations learned via their method are, in fact, useful for reinforcement learning.",,,0,not_related
"The learned representation should facilitate efficient downstream learning [26, 29] and exhibit better generalization [30–32].",,,0,not_related
"Learning low-dimensional representations that are capturing an environments’ variations for RL agents in control scenarios is also often being described as state representation learning [75]: Methods therein are typically based on autoencoders [76–80], video prediction [81, 82] or contrastive learning [26, 83, 84].",,,0,not_related
"Using the information given in [4], we only count the RAM states corresponding to the controllable avatar.",,,1,related
"the underlying RAM states in ALE), as this is a proxy for state coverage that is agnostic to the specific reward function of the game [4].",,,0,not_related
"At each state visited by the agent evaluator during training, the agent’s state (consisting of the avatar’s x and y coordinates within the frame, and potentially also the room number in games with more than one frame in which the agent can move, such as the different rooms in Montezuma’s Revenge) is extracted from the environment’s RAM state using the RAM annotations provided by [1].",,,1,related
"In Anand et al. (2019), the representations for RL algorithms are learned by maximizing mutual information (Hjelm et al., 2019) across spatially and temporally distinct features of an encoder of visual observations.",,,0,not_related
"To address this challenge, a number of deep RL approaches (Sermanet et al., 2018; Dwibedi et al., 2018; Anand et al., 2019; Laskin et al., 2020b; Mazoure et al., 2020; Stooke et al., 2020; Schwarzer
et al., 2021) leverage the recent advance of self-supervised learning which effectively extracts…",,,0,not_related
"For example, imposing continuity between consecutive states [2], maximizing mutual information with prior states [3],",,,0,not_related
"To address this issue, the work of [36, 37] learn state representations by predicting the future in latent space with a probabilistic contrastive loss, while our work directs the representation learning by reducing error on a downstream target task.",,,0,not_related
This combines features of a Spatiotemporal DeepInfomax (ST-DIM) (Anand et al. 2019) and a Variational Autoencoder (VAE) (Kingma and Welling 2013).,,,0,not_related
"This is key since while the VAE section aims to purely encode visual information frame by frame, the ST-DIM section aims to learn a representation that maintains high mutual information between local features in the same spatial location in sequential frames, as well as between the global features and all the next sequential frame’s local features.",,,0,not_related
"Mutual information estimation [8] has inspired a number of successful uses to a single (DIM [9], CPC [10]) and multi-view (AMDIM [11], CMC [12], SimCLR [13]) image classification, reinforcement learning (ST-DIM [14]) and zero-shot learning (CM-DIM [15, 16]).",,,0,not_related
"Further, AMDIM [11], STDIM [14] and CM-DIM [15] incorporate Cross-Local (CL) and Cross-Spatial (CS) objectives.",,,0,not_related
"This approach was introduced as linear probing for classification [1], and later used in reinforcement learning [2]; therefore we call it linear probing accuracy.",,,0,not_related
"Recently, various different ideas to self-supervised exploration have been proposed [55, 56, 57, 58, 59, 60].",,,0,not_related
Anand et al. (2019) use the NCE loss to discriminate between temporally near frames and temporally far frames of ATARI gameplay but do not compare across games.,,,0,not_related
However it’s unclear if this extension would yield linearly interpretable representations as effectively as the bivariate case of InfoNCE as introduced by van den Oord [5].,,,0,not_related
The InfoNCE objective is to learn a score function f which maximizes the following estimate which acts as a lower bound of the mutual information between X and Y .,,,1,related
"al which contrasts the global output of the encoder at both time steps, hence creating a new global-global objective based on InfoNCE [2].",,,1,related
al use a receptive field size of 1/16 without justification in the paper [2].,,,0,not_related
"Following the work of van den Oord [5] on InfoNCE, STDIM uses a bilinear score function for both of these objectives:
gm,n(xt, xt′) = φ(xt) T ·Wg · φm,n(xt′) and fm,n(xt, xt′) = φm,n(xt)T ·Wl · φm,n(xt′) (3)
where φ is the output of the encoder, φm,n is the local feature vector produced by an intermediate convolution layer of the encoder at the (m,n) spatial location, and Wg,Wl are learned weights.",,,1,related
Doing this would require extending the definition of the InfoNCE objective to three variables.,,,1,related
"STDIM simultaneously trains two InfoNCE objectives, the global-local objective (GL) and the local-local objective (LL).",,,0,not_related
The methods introduced by Anand et. al [2] rely on the InfoNCE mutual information bound [5].,,,1,related
"Abstract In this study, we performed some ablations on the main model developed in the paper ""Unsupervised Representation Learning in Atari"" [2] as part of the 2019 NeurIPS Reproducibility Challenge.",,,1,related
al consider is using a pretrained agent with -greedy exploration added in [2].,,,1,related
"This ablation is similar to an ablation by Anand et. al which contrasts the global output of the encoder at both time steps, hence creating a new global-global objective based on InfoNCE [2].",,,1,related
"The InfoNCE objective is derived from mini-batches of consecutive observations {(xt, xt+1)i}Bi=1 given by the agent’s interactions with the environment.",,,1,related
"When training an encoder using these objectives, Wg and Wl are learned to find the maximum for each InfoNCE bound.",,,1,related
al [2] rely on the InfoNCE mutual information bound [5].,,,1,related
We also discuss whether their proposed benchmark is more effective at (1) transferring knowledge between tasks (in the same environment) and (2) learning with fewer interactions.,,,1,related
